COMPANY,EMPMAINCAT,NATIONALITY,YEAR,MONTH,MM,STRENGTH
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2016,JANUARY  ,01,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2016,JANUARY  ,01,2
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2016,JANUARY  ,01,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2016,JANUARY  ,01,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2016,JANUARY  ,01,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2016,JANUARY  ,01,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2016,JANUARY  ,01,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2016,JANUARY  ,01,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2016,JANUARY  ,01,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2016,JANUARY  ,01,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2016,JANUARY  ,01,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2016,JANUARY  ,01,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2016,JANUARY  ,01,7
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2016,JANUARY  ,01,3
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2016,JANUARY  ,01,13
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2016,JANUARY  ,01,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2016,JANUARY  ,01,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2016,JANUARY  ,01,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2016,JANUARY  ,01,23
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2016,JANUARY  ,01,8
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2016,JANUARY  ,01,21
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2016,JANUARY  ,01,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2016,JANUARY  ,01,12
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2016,JANUARY  ,01,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2016,JANUARY  ,01,1
THOMAS ALEXANDER,STAFF,PHILIPPINE,2016,JANUARY  ,01,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2016,FEBRUARY ,02,18
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2016,FEBRUARY ,02,1
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2016,FEBRUARY ,02,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2016,FEBRUARY ,02,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2016,FEBRUARY ,02,3219
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2016,FEBRUARY ,02,4341
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2016,FEBRUARY ,02,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,PAKISTAN,2016,FEBRUARY ,02,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2016,FEBRUARY ,02,640
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2016,FEBRUARY ,02,37
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2016,FEBRUARY ,02,709
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2016,FEBRUARY ,02,18
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2016,FEBRUARY ,02,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2016,FEBRUARY ,02,2
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2016,FEBRUARY ,02,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2016,FEBRUARY ,02,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2016,FEBRUARY ,02,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2016,FEBRUARY ,02,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2016,FEBRUARY ,02,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2016,FEBRUARY ,02,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2016,FEBRUARY ,02,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2016,FEBRUARY ,02,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2016,FEBRUARY ,02,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2016,FEBRUARY ,02,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2016,FEBRUARY ,02,7
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2016,FEBRUARY ,02,2
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2016,FEBRUARY ,02,12
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2016,FEBRUARY ,02,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2016,FEBRUARY ,02,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2016,FEBRUARY ,02,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2016,FEBRUARY ,02,22
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2016,FEBRUARY ,02,8
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2016,FEBRUARY ,02,21
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2016,FEBRUARY ,02,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2016,FEBRUARY ,02,12
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2016,FEBRUARY ,02,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2016,FEBRUARY ,02,1
THOMAS ALEXANDER,STAFF,PHILIPPINE,2016,FEBRUARY ,02,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2016,MARCH    ,03,18
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2016,MARCH    ,03,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2016,MARCH    ,03,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2016,MARCH    ,03,3231
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2016,MARCH    ,03,4223
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2016,MARCH    ,03,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,PAKISTAN,2016,MARCH    ,03,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2016,MARCH    ,03,620
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2016,MARCH    ,03,37
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2016,MARCH    ,03,699
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2016,MARCH    ,03,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2016,MARCH    ,03,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2016,MARCH    ,03,2
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2016,MARCH    ,03,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2016,MARCH    ,03,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2016,MARCH    ,03,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2016,MARCH    ,03,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2016,MARCH    ,03,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2016,MARCH    ,03,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2016,MARCH    ,03,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2016,MARCH    ,03,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2016,MARCH    ,03,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2016,MARCH    ,03,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2016,MARCH    ,03,7
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2016,MARCH    ,03,2
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2016,MARCH    ,03,12
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2016,MARCH    ,03,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2016,MARCH    ,03,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2016,MARCH    ,03,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2016,MARCH    ,03,22
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2016,MARCH    ,03,8
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2016,MARCH    ,03,21
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2016,MARCH    ,03,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2016,MARCH    ,03,12
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2016,MARCH    ,03,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2016,MARCH    ,03,1
THOMAS ALEXANDER,STAFF,PHILIPPINE,2016,MARCH    ,03,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2016,APRIL    ,04,18
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2016,APRIL    ,04,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2016,APRIL    ,04,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2016,APRIL    ,04,3205
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2016,APRIL    ,04,4097
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2016,APRIL    ,04,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,PAKISTAN,2016,APRIL    ,04,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2016,APRIL    ,04,591
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2016,APRIL    ,04,36
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2016,APRIL    ,04,689
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2016,APRIL    ,04,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2016,APRIL    ,04,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2016,APRIL    ,04,2
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2016,APRIL    ,04,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2016,APRIL    ,04,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2016,APRIL    ,04,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2016,APRIL    ,04,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2016,APRIL    ,04,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2016,APRIL    ,04,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2016,APRIL    ,04,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2016,APRIL    ,04,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2016,APRIL    ,04,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2016,APRIL    ,04,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2016,APRIL    ,04,7
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2016,APRIL    ,04,2
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2016,APRIL    ,04,12
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2016,APRIL    ,04,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2016,APRIL    ,04,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2016,APRIL    ,04,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2016,APRIL    ,04,22
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2016,APRIL    ,04,8
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2016,APRIL    ,04,21
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2016,APRIL    ,04,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2016,APRIL    ,04,12
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2016,APRIL    ,04,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2016,APRIL    ,04,1
THOMAS ALEXANDER,STAFF,PHILIPPINE,2016,APRIL    ,04,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2016,MAY      ,05,18
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2016,MAY      ,05,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2016,MAY      ,05,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2016,MAY      ,05,3118
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2016,MAY      ,05,3886
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2016,MAY      ,05,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,PAKISTAN,2016,MAY      ,05,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2016,MAY      ,05,635
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2016,MAY      ,05,36
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2016,MAY      ,05,671
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2016,MAY      ,05,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2016,MAY      ,05,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2016,MAY      ,05,2
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2016,MAY      ,05,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2016,MAY      ,05,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2016,MAY      ,05,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2016,MAY      ,05,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2016,MAY      ,05,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2016,MAY      ,05,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2016,MAY      ,05,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2016,MAY      ,05,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2016,MAY      ,05,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2016,MAY      ,05,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2016,MAY      ,05,7
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2016,MAY      ,05,2
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2016,MAY      ,05,12
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2016,MAY      ,05,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2016,MAY      ,05,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2016,MAY      ,05,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2016,MAY      ,05,20
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2016,MAY      ,05,8
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2016,MAY      ,05,20
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2016,MAY      ,05,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2016,MAY      ,05,12
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2016,MAY      ,05,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2016,MAY      ,05,1
THOMAS ALEXANDER,STAFF,INDIAN,2016,MAY      ,05,1
THOMAS ALEXANDER,STAFF,PHILIPPINE,2016,MAY      ,05,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2016,JUNE     ,06,17
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2016,JUNE     ,06,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2016,JUNE     ,06,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2016,JUNE     ,06,2992
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2016,JUNE     ,06,3731
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2016,JUNE     ,06,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2016,JUNE     ,06,612
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2016,JUNE     ,06,35
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2016,JUNE     ,06,663
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2016,JUNE     ,06,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2016,JUNE     ,06,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2016,JUNE     ,06,2
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2016,JUNE     ,06,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2016,JUNE     ,06,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2016,JUNE     ,06,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2016,JUNE     ,06,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2016,JUNE     ,06,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2016,JUNE     ,06,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2016,JUNE     ,06,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2016,JUNE     ,06,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2016,JUNE     ,06,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2016,JUNE     ,06,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2016,JUNE     ,06,7
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2016,JUNE     ,06,2
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2016,JUNE     ,06,13
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2016,JUNE     ,06,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2016,JUNE     ,06,10
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2016,JUNE     ,06,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2016,JUNE     ,06,20
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2016,JUNE     ,06,8
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2016,JUNE     ,06,20
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2016,JUNE     ,06,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2016,JUNE     ,06,12
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2016,JUNE     ,06,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2016,JUNE     ,06,1
THOMAS ALEXANDER,STAFF,INDIAN,2016,JUNE     ,06,1
THOMAS ALEXANDER,STAFF,PHILIPPINE,2016,JUNE     ,06,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2016,JULY     ,07,16
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2016,JULY     ,07,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2016,JULY     ,07,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2016,JULY     ,07,2935
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2016,JULY     ,07,3502
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2016,JULY     ,07,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2016,JULY     ,07,601
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2016,JULY     ,07,32
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2016,JULY     ,07,648
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2016,JULY     ,07,20
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2016,JULY     ,07,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2016,JULY     ,07,2
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2016,JULY     ,07,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2016,JULY     ,07,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2016,JULY     ,07,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2016,JULY     ,07,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2016,JULY     ,07,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2016,JULY     ,07,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2016,JULY     ,07,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2016,JULY     ,07,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2016,JULY     ,07,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2016,JULY     ,07,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2016,JULY     ,07,7
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2016,JULY     ,07,2
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2016,JULY     ,07,14
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2016,JULY     ,07,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2016,JULY     ,07,10
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2016,JULY     ,07,1
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2016,JULY     ,07,18
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2016,JULY     ,07,7
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2016,JULY     ,07,19
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2016,JULY     ,07,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2016,JULY     ,07,12
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2016,JULY     ,07,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2016,JULY     ,07,1
THOMAS ALEXANDER,STAFF,INDIAN,2016,JULY     ,07,3
THOMAS ALEXANDER,STAFF,PHILIPPINE,2016,JULY     ,07,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2016,AUGUST   ,08,16
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2016,AUGUST   ,08,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2016,AUGUST   ,08,3
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2016,AUGUST   ,08,2879
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2016,AUGUST   ,08,3372
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2016,AUGUST   ,08,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2016,AUGUST   ,08,584
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2016,AUGUST   ,08,32
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2016,AUGUST   ,08,634
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2016,AUGUST   ,08,20
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,PAKISTAN,2016,AUGUST   ,08,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2016,AUGUST   ,08,2
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2016,AUGUST   ,08,8
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2016,AUGUST   ,08,2
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2016,AUGUST   ,08,2
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2016,AUGUST   ,08,2
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2016,AUGUST   ,08,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2016,AUGUST   ,08,8
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2016,AUGUST   ,08,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2016,AUGUST   ,08,3
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2016,AUGUST   ,08,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2016,AUGUST   ,08,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2016,AUGUST   ,08,7
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2016,AUGUST   ,08,2
